Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
KW15 1HA,Yes,58.975253,-2.948970,345540,1010175,HY455101,Kirkwall East,,2009-11-01,,44,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011815,East Mainland - 03,,East Mainland - 03
KW15 1HB,No,58.983196,-2.960509,344889,1011069,HY448110,Kirkwall West and Orphir,,1993-05-01,2012-08-01,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1HD,Yes,58.982751,-2.961105,344854,1011020,HY448110,Kirkwall West and Orphir,,1980-01-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1HE,Yes,58.982292,-2.960014,344916,1010968,HY449109,Kirkwall West and Orphir,,2003-04-01,,7,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1HF,Yes,58.982287,-2.959561,344942,1010967,HY449109,Kirkwall East,,1980-01-01,,8,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1HG,Yes,58.982156,-2.958966,344976,1010952,HY449109,Kirkwall East,,1980-01-01,,10,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1HH,Yes,58.984018,-2.977953,343888,1011175,HY438111,Kirkwall West and Orphir,,2017-04-01,,7,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1HJ,No,58.983196,-2.960509,344889,1011069,HY448110,Kirkwall West and Orphir,,2005-06-01,2005-11-01,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1HL,Yes,58.983271,-2.958840,344985,1011076,HY449110,Kirkwall East,,1980-01-01,,6,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1HN,Yes,58.984367,-2.948002,345610,1011189,HY456111,Kirkwall East,,2005-05-01,,37,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
KW15 1HP,Yes,58.983609,-2.958212,345022,1011113,HY450111,Kirkwall West and Orphir,,1980-01-01,,7,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1HQ,Yes,58.982790,-2.959523,344945,1011023,HY449110,Kirkwall West and Orphir,,1980-01-01,,8,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1HR,Yes,58.984192,-2.958188,345024,1011178,HY450111,Kirkwall West and Orphir,,1980-01-01,,6,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1HS,No,58.983311,-2.960721,344877,1011082,HY448110,Kirkwall West and Orphir,,1996-06-01,2019-06-01,4,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1HT,Yes,58.984503,-2.955012,345207,1011210,HY452112,Kirkwall East,,2004-05-01,,11,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1HU,Yes,58.986911,-2.960873,344874,1011483,HY448114,Kirkwall East,,1980-01-01,,1,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1HW,Yes,58.983616,-2.959529,344946,1011115,HY449111,Kirkwall West and Orphir,,1980-01-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1HX,Yes,58.984523,-2.955865,345158,1011213,HY451112,Kirkwall East,,1980-01-01,,8,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1HY,Yes,58.984013,-2.955822,345160,1011156,HY451111,Kirkwall East,,1980-01-01,,9,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1HZ,Yes,58.984069,-2.954078,345260,1011161,HY452111,Kirkwall East,,1980-01-01,,14,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1JA,Yes,58.983962,-2.956424,345125,1011151,HY451111,Kirkwall East,,1980-01-01,,8,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1JB,Yes,58.984008,-2.957573,345059,1011157,HY450111,Kirkwall East,,1980-01-01,,6,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1JD,Yes,58.983734,-2.956905,345097,1011126,HY450111,Kirkwall East,,1980-01-01,,7,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1JE,Yes,58.983282,-2.956341,345129,1011075,HY451110,Kirkwall East,,1980-01-01,,9,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1JF,Yes,58.982142,-2.957278,345073,1010949,HY450109,Kirkwall East,,1980-01-01,,11,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1JG,Yes,58.981297,-2.957394,345065,1010855,HY450108,Kirkwall East,,1980-01-01,,15,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1JH,Yes,58.978814,-2.957864,345034,1010579,HY450105,Kirkwall East,,1980-01-01,,23,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1JJ,Yes,58.979073,-2.956915,345089,1010607,HY450106,Kirkwall East,,1980-01-01,,26,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1JL,Yes,58.979168,-2.958570,344994,1010619,HY449106,Kirkwall East,,1980-01-01,,18,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1JN,Yes,58.980009,-2.959133,344963,1010713,HY449107,Kirkwall East,,1980-01-01,,15,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1JP,Yes,58.979510,-2.959994,344913,1010658,HY449106,Kirkwall East,,1980-01-01,,11,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1JQ,Yes,58.979204,-2.956205,345130,1010621,HY451106,Kirkwall East,,1980-01-01,,29,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1JR,Yes,58.982493,-2.946437,345697,1010979,HY456109,Kirkwall East,,1999-06-01,,40,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1JS,Yes,58.981245,-2.943701,345852,1010838,HY458108,Kirkwall East,,1980-01-01,,40,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011823,East Kirkwall - 01,,East Kirkwall - 01
KW15 1JT,Yes,58.980576,-2.945457,345750,1010765,HY457107,Kirkwall East,,1980-01-01,,33,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011823,East Kirkwall - 01,,East Kirkwall - 01
KW15 1JU,Yes,58.980675,-2.944155,345825,1010775,HY458107,Kirkwall East,,1980-01-01,,36,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011823,East Kirkwall - 01,,East Kirkwall - 01
KW15 1JW,Yes,58.979450,-2.959610,344935,1010651,HY449106,Kirkwall East,,1980-01-01,,13,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1JX,Yes,58.981656,-2.945121,345771,1010885,HY457108,Kirkwall East,,1980-01-01,,38,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011823,East Kirkwall - 01,,East Kirkwall - 01
KW15 1JY,Yes,58.983659,-2.961043,344859,1011121,HY448111,Kirkwall West and Orphir,,1980-01-01,,4,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1JZ,Yes,58.983596,-2.959772,344932,1011113,HY449111,Kirkwall West and Orphir,,1999-12-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1LA,Yes,58.983645,-2.959234,344963,1011118,HY449111,Kirkwall West and Orphir,,1980-01-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1LB,Yes,58.984198,-2.959736,344935,1011180,HY449111,Kirkwall West and Orphir,,1980-01-01,,4,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1LD,Yes,58.984412,-2.958982,344979,1011203,HY449112,Kirkwall West and Orphir,,1980-01-01,,4,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1LE,Yes,58.984540,-2.959711,344937,1011218,HY449112,Kirkwall West and Orphir,,1980-01-01,,3,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1LF,No,58.982244,-2.961717,344818,1010964,HY448109,Kirkwall West and Orphir,,1994-02-01,2000-06-01,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1LG,Yes,58.985108,-2.956978,345095,1011279,HY450112,Kirkwall East,,1980-01-01,,4,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1LH,Yes,58.985552,-2.955146,345201,1011327,HY452113,Kirkwall East,,1980-01-01,,9,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1LJ,Yes,58.982710,-2.948473,345580,1011005,HY455110,Kirkwall East,,1980-01-01,,36,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1LL,Yes,58.986285,-2.953200,345314,1011407,HY453114,Kirkwall East,,1980-01-01,,15,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1LN,Yes,58.987639,-2.953550,345296,1011558,HY452115,Kirkwall East,,1980-01-01,,9,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1LP,Yes,58.987983,-2.951959,345388,1011595,HY453115,Kirkwall East,,1980-01-01,,12,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1LQ,Yes,58.979007,-2.983882,343539,1010622,HY435106,Kirkwall West and Orphir,,2018-07-01,,0,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1LR,Yes,58.982471,-2.973594,344136,1010999,HY441109,Kirkwall West and Orphir,,1999-06-01,,1,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1LS,Yes,58.985781,-2.952212,345370,1011350,HY453113,Kirkwall East,,1980-01-01,,20,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1LT,Yes,58.986094,-2.951159,345431,1011384,HY454113,Kirkwall East,,1980-01-01,,22,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
KW15 1LU,Yes,58.978012,-2.983662,343550,1010511,HY435105,Kirkwall West and Orphir,,2020-01-01,,21,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1LW,Yes,58.987196,-2.952686,345345,1011508,HY453115,Kirkwall East,,1980-01-01,,13,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1LX,Yes,58.984759,-2.948483,345583,1011233,HY455112,Kirkwall East,,1980-01-01,,32,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
KW15 1LY,Yes,58.984462,-2.944642,345803,1011197,HY458111,Kirkwall East,,1980-01-01,,37,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
KW15 1LZ,Yes,58.979831,-2.984201,343522,1010714,HY435107,Kirkwall West and Orphir,,2016-08-01,,40,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1NA,Yes,58.983541,-2.949267,345536,1011098,HY455110,Kirkwall East,,1980-01-01,,34,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1NB,Yes,58.983028,-2.945403,345757,1011038,HY457110,Kirkwall East,,1980-01-01,,44,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
KW15 1ND,Yes,58.983359,-2.953015,345320,1011081,HY453110,Kirkwall East,,1980-01-01,,18,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1NE,Yes,58.983185,-2.954628,345227,1011063,HY452110,Kirkwall East,,1980-01-01,,12,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1NF,Yes,58.982563,-2.952488,345349,1010992,HY453109,Kirkwall East,,1980-01-01,,19,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1NG,Yes,58.982263,-2.952984,345320,1010959,HY453109,Kirkwall East,,1980-01-01,,17,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1NH,Yes,58.981386,-2.952757,345332,1010861,HY453108,Kirkwall East,,1980-01-01,,19,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1NJ,Yes,58.981751,-2.954258,345246,1010903,HY452109,Kirkwall East,,1980-01-01,,16,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1NL,Yes,58.982386,-2.955841,345156,1010975,HY451109,Kirkwall East,,1980-01-01,,12,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1NN,Yes,58.982640,-2.956897,345096,1011004,HY450110,Kirkwall East,,1980-01-01,,10,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1NP,Yes,58.985398,-2.954132,345259,1011309,HY452113,Kirkwall East,,1980-01-01,,13,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1NQ,Yes,58.984036,-2.973186,344162,1011173,HY441111,Kirkwall West and Orphir,,2021-07-01,,22,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1NR,Yes,58.984903,-2.954293,345249,1011254,HY452112,Kirkwall East,,1980-01-01,,12,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1NS,Yes,58.983408,-2.943899,345844,1011079,HY458110,Kirkwall East,,1980-01-01,,44,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
